idx,wt_true_um,lt_true_um,wt_pred_um__wtlt_big_pinn,lt_pred_um__wtlt_big_pinn,wt_abs_err_um__wtlt_big_pinn,lt_abs_err_um__wtlt_big_pinn,wt_pct_err__wtlt_big_pinn,lt_pct_err__wtlt_big_pinn,wt_pred_um__wtlt_big_data,lt_pred_um__wtlt_big_data,wt_abs_err_um__wtlt_big_data,lt_abs_err_um__wtlt_big_data,wt_pct_err__wtlt_big_data,lt_pct_err__wtlt_big_data,wt_pred_um__wtlt_small_pinn,lt_pred_um__wtlt_small_pinn,wt_abs_err_um__wtlt_small_pinn,lt_abs_err_um__wtlt_small_pinn,wt_pct_err__wtlt_small_pinn,lt_pct_err__wtlt_small_pinn,wt_pred_um__wtlt_small_data,lt_pred_um__wtlt_small_data,wt_abs_err_um__wtlt_small_data,lt_abs_err_um__wtlt_small_data,wt_pct_err__wtlt_small_data,lt_pct_err__wtlt_small_data
0,5.0000005,100.0,5.1739807,136.01434,0.17398024,36.014343,3.4796045,36.014343,5.021288,110.13586,0.021287441,10.135857,0.4257488,10.135857,12.707205,228.95279,7.7072043,128.95279,154.14407,128.95279,12.6793,232.65675,7.6793,132.65675,153.58598,132.65675
1,5.0000005,150.0,5.029658,121.12569,0.029657364,28.874313,0.5931472,19.249542,5.0222254,113.777626,0.022224903,36.222374,0.444498,24.14825,13.809498,375.69775,8.809498,225.69775,176.18994,150.46516,13.771391,375.8645,8.771391,225.8645,175.42781,150.57632
2,5.0000005,200.0,5.0569253,128.36424,0.05692482,71.63576,1.1384963,35.81788,5.0343637,122.59833,0.03436327,77.40167,0.68726534,38.700836,14.263447,552.98,9.263447,352.97998,185.26892,176.48999,14.24977,548.56964,9.249769,348.56964,184.99536,174.28482
3,5.0000005,250.00002,6.777252,339.2774,1.7772517,89.27739,35.54503,35.710953,6.7820907,340.27887,1.7820902,90.278854,35.6418,36.111538,13.845909,664.9487,8.845909,414.94873,176.91817,165.97948,13.842102,664.39905,8.842102,414.39905,176.84203,165.75961
4,5.0000005,300.0,8.7267,504.13272,3.7266994,204.13272,74.53398,68.04424,8.662236,490.55524,3.6622357,190.55524,73.244705,63.51841,12.699161,719.49286,7.69916,419.49286,153.98318,139.83096,12.662824,721.3546,7.662823,421.3546,153.25645,140.45154
5,5.0000005,350.00003,8.524661,568.4384,3.5246606,218.43839,70.4932,62.41096,8.481794,552.43677,3.4817939,202.43674,69.635864,57.839058,10.944998,740.7452,5.9449973,390.74515,118.89993,111.641464,10.895349,742.79193,5.895348,392.7919,117.90695,112.22625
6,5.0000005,400.0,7.6622553,585.775,2.6622548,185.77502,53.24509,46.443756,7.606793,577.59985,2.6067924,177.59985,52.13584,44.399963,9.072439,744.31793,4.0724387,344.31793,81.44876,86.07948,9.063254,745.6018,4.063254,345.6018,81.26507,86.40045
7,5.0000005,450.0,6.59585,561.2425,1.5958495,111.24249,31.916988,24.720554,6.658773,558.38885,1.6587725,108.388855,33.17545,24.086412,7.7009883,745.54114,2.7009878,295.54114,54.01975,65.675804,7.7298617,745.05084,2.7298613,295.05084,54.59722,65.56686
8,5.0000005,500.00003,5.59895,488.44522,0.59894943,11.55481,11.978988,2.310962,5.712491,492.69363,0.71249056,7.3063965,14.249809,1.4612792,6.9327283,756.7984,1.9327278,256.79837,38.654552,51.359673,6.9683504,753.2885,1.9683499,253.28848,39.366997,50.657696
9,5.0000005,550.0,5.2011447,394.50992,0.20114422,155.49008,4.022884,28.270924,5.2859406,407.8747,0.28594017,142.1253,5.718803,25.840965,6.546095,780.2554,1.5460944,230.25537,30.921885,41.864613,6.5717,774.6019,1.5716996,224.60193,31.43399,40.836716
10,5.0000005,600.0,5.0925264,322.2782,0.09252596,277.7218,1.850519,46.28697,5.1502213,337.95685,0.15022087,262.04315,3.0044172,43.67386,6.355553,810.12787,1.3555527,210.12787,27.11105,35.021313,6.365839,805.1985,1.3658385,205.19849,27.316767,34.19975
11,5.0000005,650.0,5.0591464,285.13983,0.059145927,364.86017,1.1829184,56.132336,5.088589,290.83087,0.088588715,359.16913,1.7717742,55.25679,6.263284,839.3442,1.2632837,189.34418,25.265673,29.129875,6.257437,837.32416,1.2574368,187.32416,25.148731,28.819101
12,5.0000005,700.00006,5.047319,269.15884,0.04731846,430.84122,0.9463691,61.54874,5.0606284,260.04797,0.060627937,439.9521,1.2125586,62.850292,6.221259,863.5416,1.2212586,163.54156,24.425169,23.36308,6.200359,864.8702,1.2003584,164.87012,24.007166,23.552872
13,5.0000005,750.0,5.044667,267.62732,0.04466629,482.37268,0.89332575,64.31635,5.0464725,238.55046,0.046472073,511.44952,0.9294414,68.19327,6.2046328,881.6161,1.2046323,131.61609,24.092644,17.548811,6.1704383,885.73816,1.1704378,135.73816,23.408754,18.098421
14,5.0000005,800.0,5.044867,279.57687,0.044866562,520.4231,0.8973312,65.05289,5.0383525,222.27412,0.038352013,577.7259,0.76704013,72.21574,6.199947,894.3771,1.1999464,94.377075,23.998924,11.797134,6.1542354,900.5135,1.1542349,100.51349,23.084696,12.564187
15,5.0000005,849.99994,5.0422306,306.99243,0.04223013,543.0075,0.84460247,63.88324,5.0341043,211.70386,0.03410387,638.2961,0.68207735,75.093666,6.200046,903.16394,1.2000456,53.164,24.00091,6.2545886,6.1446257,910.6222,1.1446252,60.622253,22.892502,7.1320305
16,5.0000005,900.0,5.0502768,373.27292,0.05027628,526.72705,1.0055255,58.52523,5.030717,205.5519,0.03071642,694.4481,0.6143283,77.160904,6.2013965,909.1614,1.201396,9.161377,24.027916,1.0179307,6.138352,917.4268,1.1383514,17.426819,22.767027,1.9363132
17,5.0000005,950.0,5.067182,471.1423,0.06718159,478.8577,1.3436316,50.406075,5.0259185,204.42459,0.025918007,745.57544,0.5183601,78.48163,6.202463,913.23627,1.2024627,36.763733,24.049252,3.8698666,6.1341124,921.98895,1.1341119,28.011047,22.682236,2.9485314
18,5.0000005,1000.00006,5.0793324,562.5575,0.079331875,437.44257,1.5866373,43.744255,5.0218678,211.11029,0.021867275,788.8898,0.43734545,78.88897,6.202766,915.9819,1.2027655,84.01819,24.055307,8.401818,6.1313276,925.06964,1.1313272,74.93042,22.626541,7.4930415
19,6.0,100.0,8.116937,184.4263,2.1169367,84.4263,35.28228,84.4263,5.0903325,118.25711,0.9096675,18.25711,15.161125,18.25711,12.582502,200.05745,6.5825024,100.05745,109.70837,100.05745,12.534873,200.06473,6.534873,100.06473,108.91455,100.06473
20,6.0,150.0,5.049772,124.53522,0.9502282,25.464783,15.837137,16.976522,5.030293,112.69292,0.969707,37.307083,16.161783,24.871387,13.261741,291.95047,7.2617407,141.95047,121.02901,94.633644,13.234069,296.43423,7.234069,146.43423,120.56781,97.622826
21,6.0,200.0,5.0297537,120.69713,0.9702463,79.30287,16.17077,39.651436,5.018763,113.81207,0.98123693,86.18793,16.353949,43.093964,14.081759,440.47955,8.081759,240.47955,134.696,120.239784,14.046443,437.51248,8.046443,237.51248,134.10739,118.75625
22,6.0,250.00002,5.100158,141.32463,0.8998418,108.675385,14.997363,43.47015,5.0715513,137.60774,0.9284487,112.39227,15.474145,44.95691,14.258678,579.23505,8.258678,329.23505,137.64464,131.694,14.25139,575.31335,8.25139,325.31335,137.52318,130.12534
23,6.0,300.0,7.4849744,376.94028,1.4849744,76.94028,24.749573,25.646759,7.553971,378.2446,1.5539708,78.2446,25.899515,26.081532,13.854607,667.0449,7.8546066,367.04492,130.91011,122.34831,13.852024,666.58484,7.852024,366.58484,130.86707,122.19495
24,6.0,350.00003,9.266705,521.52625,3.2667046,171.52621,54.445076,49.007484,9.197607,508.96243,3.197607,158.9624,53.29345,45.417824,12.946703,714.94855,6.946703,364.94852,115.77839,104.270996,12.917687,716.66986,6.9176874,366.66983,115.29479,104.7628
25,6.0,400.0,9.417141,597.23236,3.417141,197.23236,56.95235,49.30809,9.270225,574.3837,3.2702246,174.38373,54.503746,43.595932,11.585089,737.7906,5.5850887,337.7906,93.08481,84.44765,11.534746,739.9808,5.534746,339.98077,92.24577,84.99519
26,6.0,450.0,8.894113,633.35626,2.8941126,183.35626,48.23521,40.74584,8.829156,619.435,2.829156,169.435,47.1526,37.65222,9.984934,745.06586,3.9849339,295.06586,66.415565,65.57019,9.952895,746.8471,3.9528952,296.8471,65.881584,65.96602
27,6.0,500.00003,8.038188,636.3455,2.038188,136.34549,33.9698,27.269094,7.99112,629.21783,1.9911199,129.2178,33.18533,25.843561,8.547482,745.2648,2.5474815,245.26474,42.458023,49.052944,8.556188,746.15265,2.5561876,246.15262,42.603127,49.230522
28,6.0,550.0,7.149165,619.07623,1.1491652,69.07623,19.152754,12.559316,7.219619,617.41864,1.2196188,67.41864,20.326979,12.257935,7.5394087,747.3544,1.5394087,197.35437,25.65681,35.882614,7.5731144,746.4632,1.5731144,196.4632,26.218573,35.72058
29,6.0,600.0,6.1007485,570.02313,0.10074854,29.976868,1.6791424,4.996145,6.248085,573.50104,0.24808502,26.498962,4.1347504,4.416494,6.9348855,757.4231,0.9348855,157.4231,15.581425,26.237185,6.971935,753.9589,0.9719348,153.95892,16.198914,25.65982
30,6.0,650.0,5.4499516,499.12308,0.55004835,150.87692,9.167472,23.211834,5.5592074,506.22977,0.44079256,143.77023,7.346543,22.118496,6.5945387,776.13763,0.5945387,126.137634,9.9089775,19.40579,6.6234612,770.70355,0.62346125,120.70355,10.391021,18.569778
31,6.0,700.00006,5.1961904,417.50046,0.80380964,282.4996,13.396828,40.357082,5.2826843,431.25998,0.7173157,268.74008,11.955261,38.391438,6.405623,800.226,0.40562296,100.22595,6.7603827,14.317992,6.4220676,794.7572,0.42206764,94.75714,7.0344605,13.536734
32,6.0,750.0,5.107857,356.29987,0.8921428,393.70013,14.869046,52.49335,5.161297,368.48853,0.83870316,381.51147,13.978386,50.868195,6.301554,825.3712,0.3015542,75.371216,5.0259037,10.049495,6.3043394,821.7539,0.3043394,71.75391,5.072324,9.567187
33,6.0,800.0,5.0725007,318.9701,0.9274993,481.0299,15.458322,60.12874,5.1021585,322.2767,0.89784145,477.7233,14.964025,59.715416,6.245737,848.2099,0.24573708,48.2099,4.0956182,6.0262375,6.2351694,847.33276,0.23516941,47.332764,3.91949,5.9165955
34,6.0,849.99994,5.0574646,299.1588,0.9425354,550.8411,15.708923,64.80484,5.0731277,290.03122,0.92687225,559.96875,15.447871,65.878685,6.217589,867.0616,0.2175889,17.061646,3.6264818,2.0072525,6.1947155,868.90625,0.1947155,18.906311,3.2452583,2.224272
35,6.0,900.0,5.0522456,293.86646,0.9477544,606.13354,15.795906,67.34817,5.057122,266.86942,0.94287777,633.1306,15.714629,70.34785,6.204971,881.6822,0.20497084,18.31781,3.4161806,2.0353122,6.171074,885.8006,0.17107391,14.199402,2.851232,1.5777113
36,6.0,950.0,5.0511513,302.3574,0.9488487,647.6426,15.814145,68.172905,5.0475426,249.67876,0.9524574,700.3212,15.87429,73.718025,6.200564,892.6159,0.20056391,57.384094,3.3427317,6.040431,6.156903,898.4638,0.15690279,51.536194,2.6150465,5.4248624
37,6.0,1000.00006,5.04833,324.41302,0.95167017,675.58704,15.86117,67.5587,5.0420966,238.33968,0.9579034,761.6604,15.965056,76.16603,6.20005,900.6445,0.20004988,99.35559,3.3341646,9.935558,6.1478767,907.7241,0.14787674,92.27594,2.4646125,9.227593
38,7.0,100.0,19.045824,254.89531,12.045824,154.89531,172.0832,154.89531,17.382223,193.3391,10.382223,93.339096,148.31747,93.339096,12.725657,184.26295,5.7256575,84.262955,81.795105,84.262955,12.667433,181.13892,5.667433,81.138916,80.963326,81.138916
39,7.0,150.0,5.1144686,131.71733,1.8855314,18.28267,26.936165,12.188446,5.023312,110.38838,1.9766879,39.611618,28.238398,26.407745,12.850063,245.38106,5.8500633,95.38106,83.572334,63.58737,12.82584,250.04405,5.82584,100.04405,83.22629,66.69604
40,7.0,200.0,5.0307794,121.322296,1.9692206,78.677704,28.131723,39.338852,5.024406,113.42401,1.975594,86.57599,28.222773,43.287994,13.690855,352.9035,6.690855,152.9035,95.58364,76.45175,13.65437,354.36163,6.6543703,154.36163,95.06243,77.18082
41,7.0,250.00002,5.0347,121.39926,1.9653001,128.60075,28.075716,51.4403,5.020946,115.021935,1.979054,134.97809,28.2722,53.991234,14.213213,487.1746,7.213213,237.17458,103.045906,94.86982,14.185707,482.88367,7.185707,232.88365,102.652954,93.15345
42,7.0,300.0,5.250817,173.0271,1.7491832,126.9729,24.98833,42.324303,5.225809,174.0583,1.7741909,125.941696,25.345585,41.980564,14.245056,597.6592,7.245056,297.65918,103.50081,99.21973,14.242248,594.2453,7.2422476,294.2453,103.46068,98.081764
43,7.0,350.00003,8.294305,416.54492,1.2943048,66.54489,18.490068,19.012823,8.444562,417.25735,1.444562,67.257324,20.636599,19.216377,13.864597,669.4555,6.8645973,319.45547,98.065674,91.27299,13.863423,669.0994,6.8634233,319.0994,98.048904,91.17125
44,7.0,400.0,9.841142,546.0235,2.8411417,146.0235,40.587738,36.505875,9.856784,534.05414,2.8567839,134.05414,40.8112,33.513535,13.1156645,711.9499,6.1156645,311.9499,87.36664,77.98747,13.092494,713.56616,6.092494,313.56616,87.03563,78.39154
45,7.0,450.0,10.2233925,625.00214,3.2233925,175.00214,46.048466,38.889362,10.038923,602.88763,3.0389233,152.88763,43.41319,33.97503,12.022107,734.953,5.022107,284.953,71.744385,63.32289,11.976057,737.19763,4.976057,287.19763,71.08653,63.821697
46,7.0,500.00003,9.788963,666.85187,2.7889633,166.85184,39.842335,33.370365,9.707231,646.68634,2.7072306,146.68631,38.67472,29.33726,10.684586,744.8486,3.6845856,244.84854,52.63694,48.969704,10.6412945,746.9114,3.6412945,246.91135,52.018494,49.382267
47,7.0,550.0,9.3177805,693.4186,2.3177805,143.41858,33.11115,26.076105,9.267968,680.72266,2.2679682,130.72266,32.399544,23.767756,9.333756,746.7989,2.3337564,196.79889,33.33938,35.781616,9.321187,748.30994,2.321187,198.30994,33.159813,36.05635
48,7.0,600.0,8.642672,696.9331,1.6426716,96.933105,23.466738,16.155518,8.602346,689.2492,1.6023464,89.24921,22.890663,14.874868,8.217779,746.4261,1.2177792,146.42609,17.396845,24.404348,8.238295,746.96063,1.2382946,146.96063,17.689922,24.493439
49,7.0,650.0,7.8890963,685.52783,0.88909626,35.527832,12.701376,5.4658203,7.9455194,683.94617,0.94551945,33.946167,13.5074215,5.222487,7.4350915,749.135,0.4350915,99.13501,6.215593,15.251539,7.472336,747.9535,0.47233582,97.95349,6.747655,15.069768
50,7.0,700.00006,6.931557,655.8763,0.06844282,44.12378,0.9777546,6.3033967,7.0899587,659.3796,0.08995867,40.620483,1.2851238,5.8029256,6.9373255,758.12555,0.06267452,58.12549,0.89535034,8.30364,6.9759836,754.7122,0.02401638,54.71216,0.34309116,7.816022
51,7.0,750.0,6.061605,612.19543,0.938395,137.80457,13.405643,18.373943,6.214028,617.69507,0.7859721,132.30493,11.228173,17.640657,6.633452,773.5566,0.36654806,23.55658,5.236401,3.1408772,6.6651855,768.3491,0.33481455,18.349121,4.783065,2.4465497
52,7.0,800.0,5.5090275,546.8098,1.4909725,253.19019,21.299608,31.648773,5.635322,554.9851,1.3646779,245.0149,19.4954,30.62686,6.4498906,793.4262,0.5501094,6.5737915,7.8587055,0.821724,6.4711046,787.77954,0.5288954,12.220459,7.555648,1.5275574
53,7.0,849.99994,5.259169,475.23138,1.7408309,374.76855,24.869013,44.09042,5.3486977,485.9954,1.6513023,364.00455,23.590033,42.82407,6.339438,814.97754,0.66056204,35.0224,9.436601,4.1202826,6.3488746,810.41376,0.65112543,39.58618,9.301792,4.657198
54,7.0,900.0,5.15146,415.36115,1.8485398,484.63885,26.407713,53.848763,5.206409,424.25534,1.793591,475.74466,25.622728,52.860516,6.273816,835.75854,0.7261839,64.241455,10.374056,7.1379395,6.2713866,833.28076,0.7286134,66.71924,10.408763,7.4132485
55,7.0,950.0,5.1008525,371.37354,1.8991475,578.62646,27.130678,60.90805,5.134139,374.11905,1.8658609,575.881,26.655155,60.61905,6.236017,854.16034,0.7639828,95.83966,10.91404,10.088386,6.222283,854.093,0.7777171,95.90698,11.110245,10.095472
56,7.0,1000.00006,5.0766087,343.57047,1.9233913,656.42957,27.47702,65.64295,5.0965457,336.7171,1.9034543,663.28296,27.192205,66.32829,6.215453,869.4914,0.78454685,130.50867,11.207812,13.050866,6.1912994,871.6908,0.80870056,128.30927,11.552865,12.830925
57,8.0,100.0,18.867716,177.56114,10.867716,77.56114,135.84645,77.56114,14.54031,137.81522,6.54031,37.815216,81.753876,37.815216,14.162541,196.67847,6.1625414,96.67847,77.03177,96.67847,13.992531,188.51585,5.992531,88.515854,74.90663,88.515854
58,8.0,150.0,5.2835364,142.05098,2.7164636,7.9490204,33.955795,5.299347,5.0238247,110.866264,2.9761753,39.133736,37.20219,26.089155,12.632319,218.14767,4.6323195,68.147675,57.90399,45.431786,12.59901,220.79259,4.5990105,70.79259,57.487633,47.19506
59,8.0,200.0,5.047117,124.109474,2.9528828,75.890526,36.911034,37.945263,5.029904,112.555565,2.970096,87.444435,37.1262,43.722218,13.284431,294.318,5.2844315,94.31799,66.05539,47.158997,13.256345,298.7188,5.256345,98.71881,65.70431,49.359406
60,8.0,250.00002,5.0285254,120.445656,2.9714746,129.55435,37.143433,51.82174,5.0196424,113.39786,2.9803576,136.60216,37.25447,54.640858,13.961142,405.5796,5.9611416,155.57957,74.51427,62.231827,13.923368,404.14304,5.9233685,154.14302,74.04211,61.657204
61,8.0,300.0,5.0460935,124.35739,2.9539065,175.64261,36.923832,58.54754,5.0282927,118.1101,2.9717073,181.8899,37.146343,60.629963,14.279205,521.53986,6.2792053,221.53986,78.49007,73.84662,14.259765,516.90027,6.2597647,216.90027,78.247055,72.30009
62,8.0,350.00003,5.8372273,241.07791,2.1627727,108.92212,27.034658,31.120602,5.7879496,240.5225,2.2120504,109.47752,27.65063,31.27929,14.231154,611.7129,6.2311544,261.71286,77.88943,74.77509,14.231821,608.766,6.231821,258.76596,77.897766,73.93312
63,8.0,400.0,9.138707,457.06573,1.1387072,57.065735,14.233839,14.266435,9.362353,455.8184,1.3623533,55.81839,17.029417,13.954597,13.875756,672.1508,5.8757563,272.15082,73.44695,68.037704,13.876152,671.91235,5.876152,271.91235,73.451904,67.97809
64,8.0,450.0,10.470991,575.9551,2.4709911,125.95508,30.88739,27.990017,10.624868,564.92224,2.6248684,114.92224,32.810856,25.538275,13.239485,710.1807,5.239485,260.18073,65.49356,57.817936,13.221147,711.7312,5.2211466,261.7312,65.264336,58.162487
65,8.0,500.00003,10.978007,653.10657,2.9780073,153.10654,37.22509,30.621305,10.822276,634.8719,2.822276,134.87186,35.27845,26.974371,12.335017,732.6442,4.335017,232.6442,54.187714,46.528835,12.294616,734.90546,4.2946157,234.90543,53.682697,46.981083
66,8.0,550.0,10.6928215,705.0176,2.6928215,155.01758,33.66027,28.185013,10.552692,679.52313,2.5526924,129.52313,31.908655,23.549662,11.212745,744.11066,3.2127447,194.11066,40.15931,35.292847,11.166182,746.3556,3.1661816,196.35559,39.57727,35.701015
67,8.0,600.0,10.386146,740.1246,2.3861456,140.12457,29.82682,23.354095,10.296439,718.71045,2.2964392,118.71045,28.70549,19.785074,10.002564,748.03973,2.0025644,148.03973,25.032055,24.673288,9.974529,749.90845,1.9745293,149.90845,24.681616,24.984741
68,8.0,650.0,9.875797,756.08716,1.8757973,106.08716,23.447466,16.321102,9.833889,742.24536,1.833889,92.24536,22.923613,14.191595,8.885816,747.9814,0.8858156,97.981384,11.072695,15.0740595,8.889224,749.23956,0.88922405,99.23956,11.115301,15.267626
69,8.0,700.00006,9.360643,762.9173,1.3606434,62.917236,17.008041,8.988175,9.317596,753.92236,1.3175964,53.922302,16.469955,7.703185,7.996601,747.8042,0.0033988953,47.80414,0.04248619,6.829162,8.025378,748.03436,0.025378227,48.0343,0.31722784,6.862043
70,8.0,750.0,8.721916,756.70557,0.7219162,6.7055664,9.0239525,0.8940755,8.74912,754.25696,0.74911976,4.256958,9.3639965,0.5675944,7.36302,750.8464,0.63698006,0.8463745,7.9622507,0.112849936,7.4032316,749.4542,0.5967684,0.54577637,7.4596047,0.07277018
71,8.0,800.0,7.9456587,740.54266,0.054341316,59.457336,0.67926645,7.432167,8.065767,742.3443,0.06576729,57.6557,0.8220911,7.206962,6.940009,758.892,1.0599909,41.10797,13.249886,5.1384964,6.9804296,755.5342,1.0195704,44.46582,12.744629,5.5582275
72,8.0,849.99994,7.121863,716.62366,0.8781371,133.37628,10.976714,15.691328,7.3056154,721.9099,0.6943846,128.09003,8.679808,15.069416,6.665504,771.9216,1.334496,78.07837,16.6812,9.185691,6.6998014,766.9276,1.3001986,83.07233,16.252481,9.773215
73,8.0,900.0,6.3275843,676.32196,1.6724157,223.67804,20.905197,24.853115,6.513464,684.3702,1.486536,215.62982,18.5817,23.95887,6.4888387,788.6339,1.5111613,111.36609,18.889517,12.37401,6.514014,782.9861,1.4859862,117.013916,18.574827,13.001546
74,8.0,950.0,5.7479367,621.41046,2.2520633,328.58954,28.150791,34.58837,5.8999934,630.65186,2.1000066,319.34814,26.250082,33.615597,6.3754153,807.1923,1.6245847,142.80768,20.307308,15.032387,6.3902473,802.096,1.6097527,147.90399,20.121908,15.56884
75,8.0,1000.00006,5.422164,560.7697,2.577836,439.23035,32.22295,43.92303,5.525101,570.0018,2.4748988,429.9983,30.936235,42.99983,6.3030643,825.82025,1.6969357,174.17981,21.211697,17.41798,6.307266,822.23584,1.6927338,177.76422,21.159172,17.77642
76,9.0,100.0,19.188925,170.30421,10.188925,70.304214,113.21027,70.304214,18.252012,161.02324,9.252012,61.02324,102.80013,61.023243,15.030419,209.52501,6.0304193,109.52501,67.004654,109.52501,14.685981,197.06445,5.685981,97.06445,63.177563,97.06445
77,9.0,150.0,7.6483765,179.59854,1.3516235,29.598541,15.01804,19.73236,5.077022,116.95112,3.922978,33.04888,43.588646,22.032587,12.581922,200.90544,3.5819216,50.90544,39.79913,33.93696,12.534972,201.06064,3.5349722,51.06064,39.27747,34.040424
78,9.0,200.0,5.091728,129.603,3.9082718,70.397,43.42524,35.1985,5.0256324,110.88608,3.9743676,89.11392,44.159637,44.55696,12.9550495,256.60193,3.9550495,56.60193,43.944992,28.300964,12.931201,261.54645,3.931201,61.546448,43.68001,30.773222
79,9.0,250.00002,5.0312967,121.339386,3.9687033,128.66063,44.096703,51.46425,5.0252595,113.07057,3.9747405,136.92944,44.163784,54.771774,13.634679,342.58316,4.634679,92.583145,51.496433,37.033257,13.599346,344.62415,4.599346,94.62413,51.103848,37.84965
80,9.0,300.0,5.0304356,120.38329,3.9695644,179.6167,44.106274,59.872234,5.0192227,113.60503,3.9807773,186.39497,44.230858,62.131657,14.128707,448.90244,5.128707,148.90244,56.985634,49.634144,14.095192,445.60358,5.095192,145.60358,56.613243,48.534523
81,9.0,350.00003,5.074834,132.39897,3.9251661,217.60106,43.612957,62.171726,5.052212,126.52612,3.9477878,223.4739,43.86431,63.84968,14.313488,547.84467,5.313488,197.84464,59.038757,56.527035,14.3011875,543.3074,5.3011875,193.30734,58.902084,55.230667
82,9.0,400.0,7.1782713,329.78568,1.8217287,70.214325,20.24143,17.553581,7.111016,322.6494,1.8889842,77.350586,20.988712,19.337646,14.219633,623.1347,5.219633,223.1347,57.995922,55.783676,14.223249,620.6109,5.2232494,220.6109,58.036106,55.152725
83,9.0,450.0,10.013637,498.94287,1.0136366,48.94287,11.262629,10.876194,10.270464,495.01303,1.270464,45.01303,14.116266,10.002895,13.887945,675.0992,4.887945,225.09918,54.3105,50.02204,13.8900585,674.9911,4.8900585,224.99109,54.333984,49.99802
84,9.0,500.00003,11.170264,609.8626,2.1702642,109.86258,24.114046,21.972515,11.447714,600.6342,2.4477139,100.634186,27.196821,20.126837,13.335323,709.3888,4.3353233,209.38876,48.17026,41.87775,13.321142,710.9095,4.321142,210.90945,48.01269,42.18189
85,9.0,550.0,11.717661,684.0127,2.717661,134.0127,30.196232,24.365946,11.632739,668.9293,2.632739,118.92932,29.252657,21.623512,12.569083,730.97784,3.5690832,180.97784,39.656483,32.905064,12.534409,733.2444,3.5344086,183.24438,39.271206,33.31716
86,9.0,600.0,11.625561,742.9172,2.6255608,142.91718,29.172897,23.819529,11.45986,720.1174,2.4598598,120.11737,27.331776,20.019562,11.616039,743.2767,2.6160393,143.27667,29.067102,23.879446,11.570567,745.6472,2.5705671,145.64722,28.561857,24.274536
87,9.0,650.0,11.314736,780.37537,2.3147364,130.37537,25.719294,20.057749,11.192101,754.6548,2.1921005,104.654785,24.356672,16.100737,10.55048,748.7834,1.5504799,98.78339,17.227554,15.197444,10.513559,750.89966,1.5135593,100.89966,16.817326,15.523024
88,9.0,700.00006,11.043749,809.41925,2.0437489,109.41919,22.70832,15.631312,10.928535,787.84106,1.9285355,87.841,21.428173,12.548714,9.49378,749.86255,0.49378014,49.862488,5.486446,7.123212,9.481767,751.54114,0.4817667,51.541077,5.3529634,7.3630104
89,9.0,750.0,10.570963,824.294,1.5709629,74.29401,17.455143,9.905868,10.489282,808.986,1.4892817,58.986023,16.547575,7.8648033,8.568019,749.1434,0.4319811,0.8566284,4.79979,0.11421712,8.583801,750.1676,0.41619873,0.16760254,4.6244307,0.022347005
90,9.0,800.0,10.126452,834.48114,1.1264524,34.48114,12.516138,4.3101425,10.057007,825.6541,1.0570068,25.654114,11.74452,3.2067642,7.840172,749.31055,1.1598282,50.689453,12.88698,6.3361816,7.8751655,749.285,1.1248345,50.715027,12.498161,6.339379
91,9.0,849.99994,9.5619335,833.01306,0.5619335,16.986877,6.2437057,1.9984564,9.552404,831.8232,0.5524044,18.176758,6.1378264,2.1384423,7.3107934,752.48364,1.6892066,97.5163,18.76896,11.4725065,7.3536987,750.93835,1.6463013,99.061584,18.292236,11.6543045
92,9.0,900.0,8.936281,825.0104,0.063718796,74.989624,0.70798665,8.33218,8.98775,827.101,0.012249947,72.89899,0.13611051,8.099888,6.9428916,759.70917,2.0571084,140.29083,22.85676,15.587871,6.9852023,756.4101,2.0147977,143.5899,22.38664,15.954433
93,9.0,950.0,8.285862,812.28424,0.71413803,137.71576,7.934867,14.496395,8.426734,816.6076,0.573266,133.3924,6.3696227,14.041305,6.6924872,770.9081,2.3075128,179.09192,25.63903,18.85178,6.7292285,766.11096,2.2707715,183.88904,25.230795,19.35674
94,9.0,1000.00006,7.577809,788.91595,1.4221911,211.0841,15.802124,21.10841,7.7843313,796.79663,1.2156687,203.20343,13.50743,20.320343,6.5231996,785.19403,2.4768004,214.80603,27.520004,21.480602,6.551842,779.6323,2.4481578,220.36774,27.201754,22.036774
95,10.000001,150.0,17.362085,244.9881,7.3620844,94.9881,73.620834,63.325397,10.276714,163.73918,0.27671337,13.7391815,2.7671335,9.159454,12.649956,189.31654,2.6499548,39.316544,26.499546,26.21103,12.593594,187.26411,2.5935926,37.264114,25.935925,24.842743
96,10.000001,200.0,5.156034,134.79285,4.843967,65.20715,48.439663,32.603577,5.020852,109.94658,4.979149,90.05342,49.791485,45.02671,12.732387,231.6953,2.7323856,31.695297,27.323854,15.847649,12.705241,235.61107,2.7052402,35.61107,27.052399,17.805534
97,10.000001,250.00002,5.0440774,123.592445,4.9559236,126.40757,49.55923,50.563026,5.0293956,112.38239,4.9706054,137.61761,49.706047,55.047043,13.313276,297.3547,3.3132753,47.35469,33.13275,18.941875,13.2846575,301.642,3.2846565,51.641983,32.84656,20.656792
98,10.000001,300.0,5.0281754,120.28688,4.9718256,179.71312,49.71825,59.904373,5.0205903,113.0825,4.9794106,186.91751,49.7941,62.30584,13.886554,386.9748,3.8865528,86.97479,38.865524,28.991598,13.848682,386.4992,3.8486814,86.49921,38.486813,28.833067
